species,order,common_name,invasivness,interdigitation,Reference link url,,,,,
Eumetopias_jubatus,Carnivora,Steller_sea lion,Endotheliochorial,Labyrinthine,,,,,,
Felis_catus,Carnivora,cat,Endotheliochorial,Labyrinthine,http://placentation.ucsd.edu/cat.html,,,,,
Felis_chaus,Carnivora,jungle_cat,Endotheliochorial,Labyrinthine,,,,,,
Felis_margaritaat,Carnivora,sand_cat,Endotheliochorial,Labyrinthine,,,,,,
Felis_nigripes,Carnivora,black-footed_cat,Endotheliochorial,Labyrinthine,,,,,,
Felis_silvestris,Carnivora,European_wildcat,Endotheliochorial,Labyrinthine,,,,,,
Genetta_tigrina,Carnivora,Cape_genet,Endotheliochorial,Labyrinthine,,,,,,
Gulo_gulo,Carnivora,wolverine,Endotheliochorial,Labyrinthine,,,,,,
Halichoerus_grypus,Carnivora,grey_seal,Endotheliochorial,Labyrinthine,https://rep.bioscientifica.com/view/journals/rep/72/2/jrf_72_2_035.xml,,,,,
Helarctos_malayanus,Carnivora,sun_bear,Endotheliochorial,Labyrinthine,https://perinataldiscovery.ucsd.edu/comparative-placentation/species-index/mammalia/order-carnivora/sloth-bear/index.html?,,,,,
Helogale_hirtula,Carnivora,Ethiopian_dwarf mongoose,Endotheliochorial,Labyrinthine,https://perinataldiscovery.ucsd.edu/comparative-placentation/species-index/mammalia/order-carnivora/south-african-meerkat/index.html,,,,,
Hemigalus_derbyanus,Carnivora,banded_palm civet,Endotheliochorial,Labyrinthine,,,,,,
Hyaena_brunnea,Carnivora,brown_hyena,Endotheliochorial,Labyrinthine,,,,,,
Hyaena_hyaena,Carnivora,striped_hyena,Endotheliochorial,Labyrinthine,,,,,,
Hydrictis_maculicollis,Carnivora,spotted-necked_otter,Endotheliochorial,Labyrinthine,,,,,,
Hydrurga_leptonyx,Carnivora,leopard_seal,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D91,,,,,
Leopardus_geoffroyi,Carnivora,Geoffroy's_cat,Endotheliochorial,Labyrinthine,,,,,,
Leopardus_pajeros,Carnivora,Pampas_cat,Endotheliochorial,Labyrinthine,,,,,,
Leopardus_pardalis,Carnivora,ocelot,Endotheliochorial,Labyrinthine,https://placentation.ucsd.edu/tiger.html?,,,,,
Leopardus_wiedii,Carnivora,margay,Endotheliochorial,Labyrinthine,https://books.google.com/books?id=0mmQDwAAQBAJ&pg=PA202&lpg=PA202&dq=margay+placenta&source=bl&ots=_wRnuhoQDV&sig=ACfU3U3Ujc6go9Yd84NAOqiMTtAhJaLK8Q&hl=en&sa=X&ved=2ahUKEwj7vsak1_nkAhWFpp4KHVadD8c4ChDoATAGegQICRAC#v=onepage&q=margay%20placenta&f=false (page 202),,,,,
Leptailurus_serval,Carnivora,serval,Endotheliochorial,Labyrinthine,,,,,,
Leptonychotes_weddellii,Carnivora,Weddell_seal,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D90,,,,,
Lobodon_carcinophagus,Carnivora,crabeater_seal,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D89,,,,,
Lontra_canadensis,Carnivora,North_American river otter,Endotheliochorial,Labyrinthine,https://perinataldiscovery.ucsd.edu/comparative-placentation/species-index/mammalia/order-carnivora/sea-otter/index.html,,,,,
Lutra_cinerea,Carnivora,Asian_small-clawed otter,Endotheliochorial,Labyrinthine,https://placentation.ucsd.edu/clotter.htm?,,,,,
Lycaon_pictus,Carnivora,African_wild dog,Endotheliochorial,Labyrinthine,,,,,,
Lynx_canadensis,Carnivora,Canada_lynx,Endotheliochorial,Labyrinthine,,,,,,
Lynx_lynx,Carnivora,Eurasian_lynx,Endotheliochorial,Labyrinthine,,,,,,
Lynx_rufus,Carnivora,bobcat,Endotheliochorial,Labyrinthine,,,,,,
Martes_americana,Carnivora,American_pine marten,Endotheliochorial,Labyrinthine,,,,,,
Martes_zibellina,Carnivora,sable,Endotheliochorial,Labyrinthine,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,,,,,
Melursus_ursinus,Carnivora,sloth_bear,Hemochorial,Labyrinthine,http://placentation.ucsd.edu/slbear.htm,,,,,
Mirounga_angustirostris,Carnivora,northern_elephant seal,Endotheliochorial,Labyrinthine,,,,,,
Mungos_mungo,Carnivora,banded_mongoose,Endotheliochorial,Labyrinthine,,,,,,
Mustela_putorius,Carnivora,European_polecat,Endotheliochorial,Labyrinthine,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1439-0531.2008.01155.x?,,,,,
Mustela_vison,Carnivora,American_mink,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D83,,,,,
Myocastor_coypus,Carnivora,coypu,Endotheliochorial,Labyrinthine,https://placentation.ucsd.edu/nutria.html?,,,,,
Nandinia_binotata,Carnivora,African_palm civet,Endotheliochorial,Labyrinthine,,,,,,
Nasua_narica,Carnivora,white-nosed_coati,Endotheliochorial,Labyrinthine,http://placentation.ucsd.edu/nasua.html,,,,,
Nasua_nasua,Carnivora,South_American coati,Endotheliochorial,Labyrinthine,http://placentation.ucsd.edu/nasua.html,,,,,
Neofelis_nebulosa,Carnivora,clouded_leopard,Endotheliochorial,Labyrinthine,,,,,,
Neovison_vison,Carnivora,American_mink,Endotheliochorial,Labyrinthine,,,,,,
Odobenus_rosmarus,Carnivora,walrus,Endotheliochorial,Labyrinthine,http://placentation.ucsd.edu/walrusfs.htm,,,,,
Otaria_flavescens,Carnivora,South_American sea lion,Endotheliochorial,Labyrinthine,,,,,,
Otocolobus_manul,Carnivora,Pallas's_cat,Endotheliochorial,Labyrinthine,,,,,,
Otocyon_megalotis,Carnivora,bat-eared_fox,Endotheliochorial,Labyrinthine,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/bat-eared-fox?,,,,,
Panthera_leo,Carnivora,lion,Endotheliochorial,Labyrinthine,http://placentation.ucsd.edu/lionfs.htm,,,,,
Panthera_onca,Carnivora,jaguar,Endotheliochorial,Labyrinthine,,,,,,
Panthera_tigris,Carnivora,tiger,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D58,,,,,
Panthera_uncia,Carnivora,snow_leopard,Endotheliochorial,Labyrinthine,,,,,,
Paradoxurus_hermaphroditus,Carnivora,Asian_palm civet,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D137,,,,,
Pekania_pennanti,Carnivora,fisher,Endotheliochorial,Labyrinthine,,,,,,
Phoca_largha,Carnivora,spotted_seal,Endotheliochorial,Labyrinthine,http://placentation.ucsd.edu/seal.htm,,,,,
Phoca_vitulina,Carnivora,harbor_seal,Endotheliochorial,Labyrinthine,,,,,,
Poecilogale_albinucha,Carnivora,African_striped weasel,Endotheliochorial,Labyrinthine,,,,,,
Potos_flavus,Carnivora,kinkajou,Endotheliochorial,Labyrinthine,,,,,,
Prionailurus_bengalensis),Carnivora,leopard_cat,Endotheliochorial,Labyrinthine,,,,,,
Prionailurus_viverrinus,Carnivora,fishing_cat,Endotheliochorial,Labyrinthine,,,,,,
Procyon_lotor,Carnivora,raccoon,Endotheliochorial,Labyrinthine,,,,,,
Proteles_cristata,Carnivora,aardwolf,Endotheliochorial,Labyrinthine,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,,,,,
Pteronura_brasiliensis,Carnivora,giant_otter,Endotheliochorial,Labyrinthine,,,,,,
Puma_concolor,Carnivora,cougar,Endotheliochorial,Labyrinthine,,,,,,
Puma_yagouaroundi,Carnivora,jaguarundi,Endotheliochorial,Labyrinthine,,,,,,
Pusa_hispida,Carnivora,ringed_seal,Endotheliochorial,Labyrinthine,,,,,,
Speothos_venaticus,Carnivora,bush_dog,Endotheliochorial,Labyrinthine,,,,,,
Spilogale_pygmaea,Carnivora,pygmy_spotted skunk,Endotheliochorial,Labyrinthine,,,,,,
Suricata_suricatta,Carnivora,meerkat,Endotheliochorial,Labyrinthine,,,,,,
Taxidea_taxus,Carnivora,American_badger,Endotheliochorial,Labyrinthine,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,,,,,
Tremarctos_ornatus,Carnivora,spectacled_bear,Endotheliochorial,Labyrinthine,https://www.ncbi.nlm.nih.gov/pubmed/6721184,,,,,
Uncia_uncia,Carnivora,snow_leopard,Endotheliochorial,Labyrinthine,,,,,,
Urocyon_cinereoargenteus,Carnivora,gray_fox,Endotheliochorial,Labyrinthine,,,,,,
Urocyon_littoralis,Carnivora,island_fox,Endotheliochorial,Labyrinthine,,,,,,
Ursus_americanus,Carnivora,American_black bear,Endotheliochorial,Labyrinthine,,,,,,
Ursus_arctos,Carnivora,brown_bear,Endotheliochorial,Labyrinthine,,,,,,
Ursus_maritimus,Carnivora,polar_bear,Endotheliochorial,Labyrinthine,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,,,,,
Ursus_thibetanus,Carnivora,Asian_black bear,Endotheliochorial,Labyrinthine,,,,,,
Viverra_civettina,Carnivora,Malabar_large-spotted civet,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D136,,,,,
Viverricula_indica,Carnivora,small_Indian civet,Endotheliochorial,Labyrinthine,,,,,,
Vulpes_lagopus,Carnivora,Arctic_fox,Endotheliochorial,Labyrinthine,,,,,,
Vulpes_macrotis,Carnivora,kit_fox,Endotheliochorial,Labyrinthine,,,,,,
Vulpes_velox,Carnivora,swift_fox,Endotheliochorial,Labyrinthine,,,,,,
Vulpes_vulpes,Carnivora,red_fox,Endotheliochorial,Labyrinthine,,,,,,
Vulpes_zerda,Carnivora,fennec_fox,Endotheliochorial,Labyrinthine,,,,,,
Zalophus_californianus,Carnivora,California_sea lion,Endotheliochorial,Labyrinthine,,,,,,
Delphinapterus_leucas,Cetacea,beluga_whale,Epitheliochorial,Villous,,,,,,
Delphinus_delphis,Cetacea,short-beaked_common dolphin,Epitheliochorial,Villous,,,,,,
Orcinus_orca,Cetacea,killer_whale,Epitheliochorial,Villous,http://placentation.ucsd.edu/killerwhale.htm,,,,,
Phocoena_phocoena,Cetacea,harbour_porpoise,Epitheliochorial,Villous,,,,,,
Sotalia_fluviatilis,Cetacea,tucuxi,Epitheliochorial,Villous,https://www.ncbi.nlm.nih.gov/pubmed/17597550,,,,,
Stenella_coeruleoalba,Cetacea,striped_dolphin,Epitheliochorial,Villous,,,,,,
Tasmacetus_shepherdi,Cetacea,Shepherd's_beaked whale,Epitheliochorial,Villous,,,,,,
Tursiops_truncatus,Cetacea,common_bottlenose dolphin,Epitheliochorial,Villous,,,,,,
Tragelaphus_sylvaticus,Cetartiodactyla,Cape_bushbuck,Epitheliochorial,Villous,https://www.ncbi.nlm.nih.gov/pubmed/16712927,,,,,
Acerodon_jubatus,Chiroptera,giant_golden-crowned flying fox,Hemochorial,Labyrinthine,https://onlinelibrary.wiley.com/doi/epdf/10.1002/jez.b.21216,,,,,
Acerodon_lucifer,Chiroptera,giant_golden-crowned flying fox,Hemochorial,Labyrinthine,,,,,,
Artibeus_jamaicensis,Chiroptera,Mexican_fruit bat,Endotheliochorial,Labyrinthine,,,,,,
Artibeus_lituratus,Chiroptera,great_fruit-eating bat,Endotheliochorial,Labyrinthine,,,,,,
Carollia_perspicillata,Chiroptera,Seba's_short-tailed bat,Endotheliochorial,Labyrinthine,,,,,,
Chaerephon_plicata,Chiroptera,wrinkle-lipped_free-tailed bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D77,,,,,
Chrotopterus_auritus,Chiroptera,big-eared_woolly bat,Endotheliochorial,Labyrinthine,,,,,,
Cynopterus_sphinx,Chiroptera,greater_short-nosed fruit bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D95,,,,,
Desmodus_rotundus,Chiroptera,common_vampire bat,Endotheliochorial,Labyrinthine,,,,,,
Epomophorus_wahlbergi,Chiroptera,Wahlberg's_epauletted fruit bat,Hemochorial,Labyrinthine,,,,,,
Furipterus_horrens,Chiroptera,thumbless_bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D59,,,,,
Glossophaga_soricina,Chiroptera,Pallas's_long-tongued bat,Endotheliochorial,Labyrinthine,https://link.springer.com/article/10.1007/BF03050914,,,,,
Leptonycteris_nivalis,Chiroptera,greater_long-nosed bat,Endotheliochorial,Labyrinthine,,,,,,
Leptonycteris_yerbabuenae,Chiroptera,lesser_long-nosed bat,Endotheliochorial,Labyrinthine,,,,,,
Macrotus_californicus,Chiroptera,California_leaf-nosed bat,Hemochorial,Labyrinthine,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ar.1091820208,,,,,
Megaderma_lyra,Chiroptera,greater_false vampire bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D75,,,,,
Miniopterns_schreibersi,Chiroptera,common_bent-wing bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D135,,,,,
Molossus_ater,Chiroptera,black_mastiff bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D76,,,,,
Mormoops_megalophylla,Chiroptera,ghost-faced_bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D80,,,,,
Myotis_lucifugus,Chiroptera,little_brown bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D134,,,,,
Myzopoda_aurita,Chiroptera,Madagascar_sucker-footed bat,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D85,,,,,
Natalus_tumidirostris,Chiroptera,Trinidadian_funnel-eared bat,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D86,,,,,
Phyllostomus_discolor,Chiroptera,pale_spear-nosed bat,Endotheliochorial,Labyrinthine,,,,,,
Pteronotus_davyi,Chiroptera,Davy's_(lesser) naked-backed bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D79,,,,,
Pteronotus_parnellii,Chiroptera,Parnell's_mustached bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D78,,,,,
Pteropus_giganteus,Chiroptera,Indian_flying fox,Hemochorial,Labyrinthine,https://www.researchgate.net/publication/230228374_Development_and_placentation_of_the_Indian_fruit_bat_Pteropus_giganteus_giganteus_Brunnich,,,,,
Pteropus_hypomelanus,Chiroptera,small_flying fox,Hemochorial,Labyrinthine,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0067584,,,,,
Pteropus_poliocephalus,Chiroptera,grey-headed_flying fox,Hemochorial,Labyrinthine,,,,,,
Pteropus_rodricensis,Chiroptera,Rodrigues_flying fox,Hemochorial,Labyrinthine,,,,,,
Rhinolophus_rouxii,Chiroptera,rufous_horseshoe bat,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D96,,,,,
Rhinopoma_hardwickei,Chiroptera,esser_mouse-tailed bat,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D97,,,,,
Rousettus_aegyptiacus,Chiroptera,Egyptian_fruit bat,Hemochorial,Labyrinthine,,,,,,
Rousettus_lanosus,Chiroptera,long-haired_rousette,Hemochorial,Labyrinthine,,,,,,
Rousettus_leschenaulti,Chiroptera,Leschenault's_rousette,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D94,,,,,
Saccopteryx_bilineata,Chiroptera,greater_sac-winged bat,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D54,,,,,
Tadarida_brasiliensis,Chiroptera,Mexican_free-tailed bat,Endotheliochorial,Labyrinthine,http://placentation.ucsd.edu/freetailedbat.htm,,,,,
Taphozous_melanopogon,Chiroptera,black-bearded_tomb bat,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D53,,,,,
Thyroptera_tricolor,Chiroptera,Spixs_disk-winged bat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D124,,,,,
Chaetophractus_vellerosus,Cingulata,screaming_hairy armadillo,Hemochorial,Trabecular,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3447719/,,,,,
Chaetophractus_villosus,Cingulata,big_hairy armadillo,Hemochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D47,,,,,
Dasypus_hybridus,Cingulata,southern_long-nosed armadillo,Hemochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D46,,,,,
Dasypus_novemcinctus,Cingulata,nine-banded_armadillo,Hemochorial,Trabecular,http://placentation.ucsd.edu/arm.html,,,,,
Euphractus_sexcinctus,Cingulata,six-banded_armadillo,Hemochorial,Trabecular,https://zoologicalletters.biomedcentral.com/articles/10.1186/s40851-016-0048-1?,,,,,
Tolypeutes_tricinctus,Cingulata,Brazilian_three-banded armadillo,Endotheliochorial,Trabecular,http://placentation.ucsd.edu/3bandedarmadillofs.htm,,,,,
Cynocephalus_volans,Dermoptera,Philippine_flying lemur,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D45,,,,,
Atelerix_albiventris,Erinaceomorpha,four-toed_hedgehog,Hemochorial,Labyrinthine,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jmor.20289,,,,,
Erinaceus_europaeus,Erinaceomorpha,European_hedgehog,Hemochorial,Labyrinthine,https://www.sciencedirect.com/science/article/pii/S014340041630529X,,,,,
Blarina_brevicauda,Eulipotyphla,northern_short-tailed shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D113,,,,,
Scalopus_aquaticus,Eulipotyphla,common_mole,Hemochorial,Labyrinthine,https://onlinelibrary.wiley.com/doi/10.1002/aja.1001070303,,,,,
Solenodon_paradoxus,Eulipotyphla,Hispaniolan_solenodon,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D108,,,,,
Sorex_araneus,Eulipotyphla,common_shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D112,,,,,
Sorex_fumeus,Eulipotyphla,smoky_shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D111,,,,,
Sorex_minutus,Eulipotyphla,Eurasian_pygmy shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D110,,,,,
Suncus_murinus,Eulipotyphla,Asian_house shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D109,,,,,
Talpa_europaea,Eulipotyphla,European_mole,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D115,,,,,
Heterohyrax_brucei,Hyracoidea,yellow-spotted_rock hyrax,Hemochorial,Labyrinthine,,,,,,
Procavia_capensis,Hyracoidea,rock_hyrax,Hemochorial,Labyrinthine,,,,,,
Brachylagus_idahoensis,Lagomorpha,pygmy_rabbit,Hemochorial,Labyrinthine,https://greatbasin.wr.usgs.gov/docs/pyra_oliver_rpt2004.pdf,,,,,
Lepus_americanus,Lagomorpha,snowshoe_hare,Hemochorial,Labyrinthine,,,,,,
Ochotona_princeps,Lagomorpha,American_pika,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D87,,,,,
Oryctolagus_cuniculus,Lagomorpha,European_rabbit,Hemochorial,Labyrinthine,,,,,,
Sylvilagus_aquaticus,Lagomorpha,swamp_rabbit,Hemochorial,Labyrinthine,,,,,,
Sylvilagus_audubonii,Lagomorpha,desert_cottontail,Hemochorial,Labyrinthine,,,,,,
Sylvilagus_floridanus,Lagomorpha,eastern_cottontail,Epitheliochorial,Labyrinthine,,,,,,
Sylvilagus_transitionalis,Lagomorpha,New_England cottontail,Hemochorial,Labyrinthine,,,,,,
Elephantulus_brachyrhynchus,Macroscelidea,short-snouted_elephant shrew,Hemochorial,Labyrinthine,https://books.google.com/books?id=yQzSe71g2AcC&pg=PA702&lpg=PA702&dq=Elephantulus+brachyrhynchus+placenta&source=bl&ots=lmr1jpn5EJ&sig=ACfU3U0YoCEQH4YQOzSyd1zk1KbtTw0Neg&hl=en&sa=X&ved=2ahUKEwjH4JekmIPlAhWFnp4KHQ6DAfMQ6AEwEXoECAoQAg#v=onepage&q=Elephantulus%20brachyrhynchus%20placenta&f=false,,,,,
Elephantulus_myurus,Macroscelidea,eastern_rock elephant shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D74,,,,,
Elephantulus_rufescens,Macroscelidea,rufous_elephant shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D73,,,,,
Macroscelides_proboscideus,Macroscelidea,round-eared_elephant shrew,Hemochorial,Labyrinthine,,,,,,
Petrodromus_tetradactylus,Macroscelidea,four-toed_elephant shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D71,,,,,
Rhynchocyon_chrysopygus,Macroscelidea,golden-rumped_elephant shrew,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D72,,,,,
Rhynchocyon_petersi,Macroscelidea,black_and rufous elephant shrew,Hemochorial,Labyrinthine,http://placentation.ucsd.edu/elepshrew.htm,,,,,
Diceros_bicornis,Perissodactyla,hook-lipped_rhinoceros,Epitheliochorial,Villous,,,,,,
Ceratotherium_simum,Perissodactyla,white_rhinoceros,Epitheliochorial,Villous,http://placentation.ucsd.edu/wrhino.html,,,,,
Dicerorhinus_sumatrensis,Perissodactyla,Sumatran_rhinoceros,Epitheliochorial,Villous,,,,,,
Diceros_bicornis,Perissodactyla,black_rhinoceros,Epitheliochorial,Villous,http://placentation.ucsd.edu/blkrhino.htm,,,,,
Equus_africanus,Perissodactyla,African_wild donkey,Epitheliochorial,Villous,http://placentation.ucsd.edu/somal.htm,,,,,
Equus_asinus,Perissodactyla,Wild_ass,Epitheliochorial,Villous,,,,,,
Equus_burchellii,Perissodactyla,Burchell's_zebra,Epitheliochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D57,,,,,
Equus_caballus,Perissodactyla,horse,Epitheliochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D56,,,,,
Equus_ferus,Perissodactyla,wild_horse,Epitheliochorial,Villous,,,,,,
Equus_grevyi,Perissodactyla,Grvy's_zebra,Epitheliochorial,Villous,http://placentation.ucsd.edu/zeb.htm,,,,,
